Cry [Cr]		00:02:21.000	141.0	00:02:24.780	144.78	00:00:03.780	3.78	Cr
Cry [Cr]		00:04:47.640	287.64	00:04:50.930	290.93	00:00:03.290	3.29	Cr
Cry [Cr]		00:06:21.730	381.73	00:06:23.390	383.39	00:00:01.660	1.66	Cr
Cry [Cr]		00:06:24.820	384.82	00:06:25.760	385.76	00:00:00.940	0.94	Cr
Cry [Cr]		00:06:27.760	387.76	00:06:29.730	389.73	00:00:01.970	1.97	Cr
Cry [Cr]		00:06:59.380	419.38	00:07:02.590	422.59	00:00:03.210	3.21	Cr
Cry [Cr]		00:07:03.100	423.1	00:07:05.240	425.24	00:00:02.140	2.14	Cr
Cry [Cr]		00:07:08.250	428.25	00:07:09.930	429.93	00:00:01.680	1.68	Cr
Cry [Cr]		00:07:11.780	431.78	00:07:12.220	432.22	00:00:00.440	0.44	Cr
Cry [Cr]		00:07:14.100	434.1	00:07:15.990	435.99	00:00:01.890	1.89	Cr
Cry [Cr]		00:07:36.110	456.11	00:07:39.730	459.73	00:00:03.620	3.62	Cr
Cry [Cr]		00:07:40.870	460.87	00:07:44.340	464.34	00:00:03.470	3.47	Cr
Cry [Cr]		00:08:15.820	495.82	00:08:17.980	497.98	00:00:02.160	2.16	Cr
Yell [Y]		00:04:35.420	275.42	00:04:37.320	277.32	00:00:01.900	1.9	Y
Yell [Y]		00:07:45.290	465.29	00:07:46.680	466.68	00:00:01.390	1.39	Y
Whine/Fuss [F]		00:02:05.770	125.77	00:02:06.210	126.21	00:00:00.440	0.44	F
Whine/Fuss [F]		00:02:06.400	126.4	00:02:08.380	128.38	00:00:01.980	1.98	F
Whine/Fuss [F]		00:02:08.540	128.54	00:02:08.980	128.98	00:00:00.440	0.44	F
Whine/Fuss [F]		00:02:20.290	140.29	00:02:20.650	140.65	00:00:00.360	0.36	F
Whine/Fuss [F]		00:02:44.930	164.93	00:02:45.430	165.43	00:00:00.500	0.5	F
Whine/Fuss [F]		00:02:45.760	165.76	00:02:46.730	166.73	00:00:00.970	0.97	F
Whine/Fuss [F]		00:02:47.260	167.26	00:02:47.890	167.89	00:00:00.630	0.63	F
Whine/Fuss [F]		00:02:50.400	170.4	00:02:51.690	171.69	00:00:01.290	1.29	F
Whine/Fuss [F]		00:02:52.770	172.77	00:02:53.230	173.23	00:00:00.460	0.46	F
Whine/Fuss [F]		00:02:54.250	174.25	00:02:56.280	176.28	00:00:02.030	2.03	F
Whine/Fuss [F]		00:03:00.170	180.17	00:03:01.730	181.73	00:00:01.560	1.56	F
Whine/Fuss [F]		00:03:35.450	215.45	00:03:36.700	216.7	00:00:01.250	1.25	F
Whine/Fuss [F]		00:04:45.560	285.56	00:04:45.930	285.93	00:00:00.370	0.37	F
Whine/Fuss [F]		00:04:46.140	286.14	00:04:47.370	287.37	00:00:01.230	1.23	F
Whine/Fuss [F]		00:04:54.190	294.19	00:04:54.450	294.45	00:00:00.260	0.26	F
Whine/Fuss [F]		00:05:05.230	305.23	00:05:06.000	306.0	00:00:00.770	0.77	F
Whine/Fuss [F]		00:05:52.240	352.24	00:05:53.210	353.21	00:00:00.970	0.97	F
Whine/Fuss [F]		00:06:23.590	383.59	00:06:23.900	383.9	00:00:00.310	0.31	F
Whine/Fuss [F]		00:06:24.110	384.11	00:06:24.480	384.48	00:00:00.370	0.37	F
Whine/Fuss [F]		00:06:38.640	398.64	00:06:39.790	399.79	00:00:01.150	1.15	F
Whine/Fuss [F]		00:06:40.870	400.87	00:06:42.080	402.08	00:00:01.210	1.21	F
Whine/Fuss [F]		00:06:42.890	402.89	00:06:43.290	403.29	00:00:00.400	0.4	F
Whine/Fuss [F]		00:06:43.480	403.48	00:06:44.380	404.38	00:00:00.900	0.9	F
Whine/Fuss [F]		00:06:56.750	416.75	00:06:57.360	417.36	00:00:00.610	0.61	F
Whine/Fuss [F]		00:06:58.020	418.02	00:06:58.900	418.9	00:00:00.880	0.88	F
Whine/Fuss [F]		00:07:12.580	432.58	00:07:13.310	433.31	00:00:00.730	0.73	F
Whine/Fuss [F]		00:07:31.880	451.88	00:07:32.320	452.32	00:00:00.440	0.44	F
Whine/Fuss [F]		00:07:48.030	468.03	00:07:49.130	469.13	00:00:01.100	1.1	F
Whine/Fuss [F]		00:07:49.570	469.57	00:07:51.260	471.26	00:00:01.690	1.69	F
Whine/Fuss [F]		00:07:52.610	472.61	00:07:53.430	473.43	00:00:00.820	0.82	F
Whine/Fuss [F]		00:07:53.875	473.875	00:07:54.845	474.845	00:00:00.970	0.97	F
Whine/Fuss [F]		00:07:55.610	475.61	00:07:56.440	476.44	00:00:00.830	0.83	F
Whine/Fuss [F]		00:07:58.320	478.32	00:07:59.050	479.05	00:00:00.730	0.73	F
Whine/Fuss [F]		00:08:00.080	480.08	00:08:01.420	481.42	00:00:01.340	1.34	F
Whine/Fuss [F]		00:08:06.560	486.56	00:08:07.070	487.07	00:00:00.510	0.51	F
